datetime,tso_forecast,corrected_mean,corrected_q10,corrected_q50,corrected_q90
2023-01-01 00:00:00,5396.0,5332.49006431955,5296.853996886833,5332.318310020479,5379.5149282232815
2023-01-01 00:15:00,5312.0,5251.083262761008,5212.913841399853,5254.909206764535,5295.5149282232815
2023-01-01 00:30:00,5248.0,5187.00715498585,5150.319581712211,5193.875007151986,5231.586754595229
2023-01-01 00:45:00,5196.0,5135.536939092532,5098.68270306856,5142.080649101892,5177.807520381492
2023-01-01 01:00:00,5256.0,5227.994624723994,5157.452264302692,5210.079143734218,5270.332809564354
2023-01-01 01:15:00,5184.0,5159.149533676667,5084.747350334709,5138.390431526362,5199.07040975369
2023-01-01 01:30:00,5144.0,5120.497657040735,5046.769363209923,5098.658734496406,5159.554548391119
2023-01-01 01:45:00,5076.0,5057.628156283689,4980.73185470272,5032.590663691027,5096.445685459212
2023-01-01 02:00:00,5084.0,5065.229216858997,5033.699827375727,5066.552632872543,5099.01715947299
2023-01-01 02:15:00,5052.0,5033.229216858997,5007.949943591447,5034.547048111192,5067.01715947299
2023-01-01 02:30:00,5040.0,5021.229216858997,4995.949943591447,5022.126323815617,5055.01715947299
2023-01-01 02:45:00,5028.0,5009.229216858997,4983.949943591447,5010.126323815617,5042.960499216575
2023-01-01 03:00:00,5048.0,5037.798597204729,5000.359628162551,5031.388095413743,5086.808527822629
2023-01-01 03:15:00,5056.0,5045.798597204729,5008.359628162551,5039.388095413743,5094.808527822629
2023-01-01 03:30:00,5076.0,5065.798597204729,5028.359628162551,5059.388095413743,5115.250718107505
2023-01-01 03:45:00,5100.0,5078.006099456431,5052.359628162551,5083.858786158631,5139.462993802366
2023-01-01 04:00:00,5164.0,5153.503115342533,5026.058369986445,5148.787318705613,5206.888928701869
2023-01-01 04:15:00,5200.0,5189.234068600885,5062.058369986445,5184.718694082867,5242.888928701869
2023-01-01 04:30:00,5236.0,5223.548799001381,5099.047965350917,5221.518990778339,5278.888928701869
2023-01-01 04:45:00,5268.0,5254.941089632505,5131.047965350917,5251.993850087371,5311.366967645329
2023-01-01 05:00:00,5252.0,5190.262001122431,5189.320215180097,5161.295879492105,5326.848561095103
2023-01-01 05:15:00,5316.0,5227.1041247638705,5252.98254468599,5225.295879492105,5390.848561095103
2023-01-01 05:30:00,5396.0,5302.505252439419,5332.885105977227,5305.295879492105,5470.848561095103
2023-01-01 05:45:00,5484.0,5390.505252439419,5420.429577365321,5393.295879492105,5558.848561095103
2023-01-01 06:00:00,5552.0,5593.574220362031,5500.879155964302,5585.143190968256,5656.396356327955
2023-01-01 06:15:00,5648.0,5688.537689251964,5544.7519810680915,5680.1770500608945,5752.340548547899
2023-01-01 06:30:00,5752.0,5792.537689251964,5646.030843264715,5786.123644880756,5856.705265584323
2023-01-01 06:45:00,5828.0,5868.537689251964,5722.030843264715,5862.123644880756,5931.842288313204
2023-01-01 07:00:00,5980.0,6074.678735872895,5894.67881369352,6048.190575874668,6078.320364084435
2023-01-01 07:15:00,6064.0,6156.993814926919,5974.764237394365,6130.196330825208,6162.505038546
2023-01-01 07:30:00,6168.0,6260.741083949296,6078.494745285642,6233.198099384383,6266.505038546
2023-01-01 07:45:00,6252.0,6344.741083949296,6162.198827461882,6317.198099384383,6350.040627412362
2023-01-01 08:00:00,6324.0,6358.424587183602,6298.99388772829,6330.685927732367,6388.812506125373
2023-01-01 08:15:00,6400.0,6434.424587183602,6374.99388772829,6406.685927732367,6464.812506125373
2023-01-01 08:30:00,6472.0,6506.424587183602,6446.939187944482,6478.685927732367,6536.812506125373
2023-01-01 08:45:00,6552.0,6584.620133303934,6526.939187944482,6558.43299856373,6608.937220530227
2023-01-01 09:00:00,6616.0,6618.532643046147,6638.115780777693,6638.605551385939,6710.686132836795
2023-01-01 09:15:00,6672.0,6673.867769854578,6694.115780777693,6693.944051570428,6766.686132836795
2023-01-01 09:30:00,6704.0,6704.100846207807,6726.115780777693,6725.148263423849,6798.686132836795
2023-01-01 09:45:00,6764.0,6760.9252522848565,6786.115780777693,6783.782614579575,6858.686132836795
2023-01-01 10:00:00,6784.0,6899.44302862285,6751.030702063916,6750.7198902069185,6983.074964101785
2023-01-01 10:15:00,6820.0,6935.44302862285,6786.989370824055,6786.7198902069185,7018.98672249184
2023-01-01 10:30:00,6812.0,6927.44302862285,6778.989370824055,6778.7198902069185,7010.98672249184
2023-01-01 10:45:00,6752.0,6867.44302862285,6719.749541159048,6719.2130475521635,6951.074964101785
2023-01-01 11:00:00,6756.0,6791.1504157843265,6741.532332383786,6758.837100804321,6884.44805870622
2023-01-01 11:15:00,6648.0,6741.995293818136,6636.505091369847,6657.619554391441,6785.882747244617
2023-01-01 11:30:00,6556.0,6649.995293818136,6544.305281234334,6565.177766962399,6693.882747244617
2023-01-01 11:45:00,6492.0,6588.696768842198,6480.532524776712,6506.31092587947,6631.939435369883
2023-01-01 12:00:00,6464.0,6366.7200862683385,6341.325316946836,6496.783986161988,6559.709254664628
2023-01-01 12:15:00,6424.0,6333.126738788149,6302.5523753261805,6460.323524358168,6557.715829094066
2023-01-01 12:30:00,6376.0,6288.523210709742,6258.007550443616,6412.323524358168,6509.328654206527
2023-01-01 12:45:00,6332.0,6245.728934716116,6214.779092292069,6368.616772533052,6465.11126445787
2023-01-01 13:00:00,6292.0,6202.164878694874,6127.605695278955,6282.207638468079,6329.034893172709
2023-01-01 13:15:00,6276.0,6186.164878694874,6111.326637360537,6266.207638468079,6313.034893172709
2023-01-01 13:30:00,6268.0,6178.164878694874,6103.326637360537,6258.207638468079,6305.034893172709
2023-01-01 13:45:00,6232.0,6142.164878694874,6067.326637360537,6222.207638468079,6269.034893172709
2023-01-01 14:00:00,6252.0,6074.9766178362215,6092.803687790984,6065.815183255283,6249.5105571207105
2023-01-01 14:15:00,6248.0,6070.9766178362215,6088.803687790984,6061.815183255283,6245.5105571207105
2023-01-01 14:30:00,6280.0,6102.9766178362215,6120.803687790984,6093.815183255283,6277.5105571207105
2023-01-01 14:45:00,6320.0,6142.9766178362215,6160.260105230313,6133.436211878064,6317.403505487798
2023-01-01 15:00:00,6388.0,6154.278798696574,6086.2529451230685,6175.978642275901,6416.344091287963
2023-01-01 15:15:00,6472.0,6235.982367656909,6170.335122477856,6259.978642275901,6500.666212488063
2023-01-01 15:30:00,6584.0,6345.854507779403,6282.335122477856,6371.526408323785,6613.544342251107
2023-01-01 15:45:00,6688.0,6451.272328406232,6368.233100669328,6475.210709843511,6717.272502040048
2023-01-01 16:00:00,6760.0,6716.56166971074,6544.894345613173,6791.485501120069,6853.468515657387
2023-01-01 16:15:00,6828.0,6784.56166971074,6612.894345613173,6859.485501120069,6921.468515657387
2023-01-01 16:30:00,6848.0,6804.56166971074,6632.894345613173,6879.485501120069,6941.468515657387
2023-01-01 16:45:00,6888.0,6843.115006675885,6672.894345613173,6919.485501120069,6981.468515657387
2023-01-01 17:00:00,6908.0,6818.620000573793,6620.978611274162,6853.709071631908,6924.55992359659
2023-01-01 17:15:00,6912.0,6822.620000573793,6624.978611274162,6857.709071631908,6928.55992359659
2023-01-01 17:30:00,6884.0,6794.620000573793,6596.978611274162,6829.709071631908,6900.55992359659
2023-01-01 17:45:00,6864.0,6774.620000573793,6576.978611274162,6809.709071631908,6880.55992359659
2023-01-01 18:00:00,6796.0,6659.117668245282,6670.05904640879,6722.484001122921,6836.152904066898
2023-01-01 18:15:00,6736.0,6599.117668245282,6610.560579130689,6662.484413084579,6776.152904066898
2023-01-01 18:30:00,6684.0,6547.117668245282,6558.560579130689,6610.670630526805,6724.136717458087
2023-01-01 18:45:00,6628.0,6492.143093674991,6502.598097717181,6554.747251445616,6668.136717458087
2023-01-01 19:00:00,6560.0,6518.69659529294,6437.0181138852395,6518.839023304069,6615.169790108257
2023-01-01 19:15:00,6488.0,6446.69659529294,6366.328210150569,6446.86712146456,6540.642313443536
2023-01-01 19:30:00,6416.0,6377.064005175852,6292.605616352711,6375.819629749888,6468.667239446367
2023-01-01 19:45:00,6340.0,6301.064005175852,6216.928490221302,6300.440200201286,6392.681740105764
2023-01-01 20:00:00,6260.0,6297.29519650172,6155.416816177626,6242.7050578935405,6286.910891127019
2023-01-01 20:15:00,6192.0,6233.659724703944,6087.455716898261,6174.358614323543,6224.833551979988
2023-01-01 20:30:00,6120.0,6164.694423909089,6015.6405970552705,6103.992005601181,6152.799792211228
2023-01-01 20:45:00,6112.0,6156.694423909089,6007.6405970552705,6096.793670111296,6144.799792211228
2023-01-01 21:00:00,6368.0,6375.59682209448,6350.032979096366,6349.851387364561,6421.208207208927
2023-01-01 21:15:00,6336.0,6343.59682209448,6318.032979096366,6317.851387364561,6389.208207208927
2023-01-01 21:30:00,6236.0,6247.158464625113,6218.468030577112,6218.398571001375,6289.1234240325575
2023-01-01 21:45:00,6148.0,6160.234246400322,6131.010805777518,6133.42058673646,6202.320263842415
2023-01-01 22:00:00,6140.0,5844.465513463244,5746.014239611435,5814.8971681188195,6017.374897502893
2023-01-01 22:15:00,6028.0,5736.416019170525,5634.014239611435,5705.9084136018955,5904.612417177004
2023-01-01 22:30:00,5924.0,5632.144746396808,5530.0156536234035,5599.630535776045,5799.974846883821
2023-01-01 22:45:00,5844.0,5552.144746396808,5441.443103256307,5523.662013582307,5719.430738296385
2023-01-01 23:00:00,6284.0,6194.569949427965,6132.244777575236,6204.2170989633305,6265.964439882826
2023-01-01 23:15:00,6184.0,6099.615379883396,6038.046256466727,6108.646029494112,6178.030092251814
2023-01-01 23:30:00,6080.0,6012.177505809182,5940.64452237978,6020.675394860891,6074.291346158537
2023-01-01 23:45:00,5992.0,5931.9472894826695,5852.499908476369,5935.051813852218,5986.441705976938
2023-01-02 00:00:00,6020.0,5951.7253918207,5930.873140369175,5954.587358004067,5999.457653990512
2023-01-02 00:15:00,5940.0,5871.186074292463,5850.873140369175,5874.587358004067,5919.457653990512
2023-01-02 00:30:00,5884.0,5815.171968666887,5794.235938760159,5819.170647431035,5863.291523300171
2023-01-02 00:45:00,5824.0,5755.035710106274,5734.214901981693,5756.905824323186,5803.291523300171
2023-01-02 01:00:00,5888.0,5857.822661654054,5800.067243317656,5837.983808179661,5906.503997584879
2023-01-02 01:15:00,5836.0,5805.970292148946,5748.078321116628,5785.98440085712,5854.226548980168
2023-01-02 01:30:00,5784.0,5754.10024457866,5696.078321116628,5733.962331743375,5802.226548980168
2023-01-02 01:45:00,5740.0,5710.10024457866,5652.1294906242165,5689.962331743375,5758.552614045818
