datetime,mean,q10,q90
2025-12-13 00:00:00,8.97513229537715,0.0,58.980990441670116
2025-12-13 01:00:00,8.154433154410675,0.0,58.16029130070364
2025-12-13 02:00:00,8.370164469053826,0.0,58.37602261534679
2025-12-13 03:00:00,9.111393090754817,0.0,59.11725123704778
2025-12-13 04:00:00,7.552165875987839,0.0,57.558024022280804
2025-12-13 05:00:00,9.203720606403635,0.0,59.2095787526966
2025-12-13 06:00:00,19.892453211114635,0.0,69.89831135740761
2025-12-13 07:00:00,18.963670848463174,0.0,68.96952899475613
2025-12-13 08:00:00,14.864830753439229,0.0,64.87068889973219
2025-12-13 09:00:00,13.66962348010027,0.0,63.675481626393236
2025-12-13 10:00:00,14.433962926276024,0.0,64.43982107256899
2025-12-13 11:00:00,15.086042344035157,0.0,65.09190049032813
2025-12-13 12:00:00,15.195578068048505,0.0,65.20143621434147
2025-12-13 13:00:00,14.796275561556264,0.0,64.80213370784924
2025-12-13 14:00:00,15.804240718314553,0.0,65.81009886460751
2025-12-13 15:00:00,19.899434704544497,0.0,69.90529285083747
2025-12-13 16:00:00,24.877839962438443,0.0,74.88369810873141
2025-12-13 17:00:00,30.34597135292362,0.0,80.35182949921659
2025-12-13 18:00:00,25.830241868344075,0.0,75.83610001463704
2025-12-13 19:00:00,22.64127138591318,0.0,72.64712953220615
2025-12-13 20:00:00,16.188427542119413,0.0,66.19428568841238
2025-12-13 21:00:00,13.309165486224792,0.0,63.31502363251776
2025-12-13 22:00:00,9.437467896530137,0.0,59.4433260428231
