datetime,tso_forecast,corrected_mean,corrected_q10,corrected_q50,corrected_q90
2023-01-01 00:00:00,1950.0,1956.3788359419732,1918.19146428083,1938.1257700111173,1966.1719653094544
2023-01-01 01:00:00,1935.0,1877.6790438256255,1887.4235776224568,1916.7647644449723,1962.8795581401891
2023-01-01 02:00:00,1927.0,1904.514628102454,1876.9782712183794,1932.4449767310539,1925.2923260336524
2023-01-01 03:00:00,1919.0,1896.555365290641,1873.9757581863503,1908.6847284314008,1900.5717925858735
2023-01-01 04:00:00,1944.0,1890.7223884112532,1889.7740020642027,1923.6191291355256,1914.7383864268816
2023-01-01 05:00:00,1988.0,1917.3412930142622,1878.8187961458661,1933.5402430410181,1949.8706462661287
2023-01-01 06:00:00,2040.0,2006.1963761038035,1970.0940932885248,2005.544935816231,1968.0921037028136
2023-01-01 07:00:00,2090.0,2107.953739276813,2060.058188402647,2091.7608095554488,2048.6947160047507
2023-01-01 08:00:00,2141.0,2095.7180263487803,2120.436409176944,2114.712270480272,2128.7030598298797
2023-01-01 09:00:00,2184.0,2169.9103958833066,2205.9637541290485,2188.0173441045463,2183.955791457942
2023-01-01 10:00:00,2204.0,2162.4940326122683,2172.056115898478,2195.345324061605,2200.321023940996
2023-01-01 11:00:00,2217.0,2222.52134886406,2175.9954125956638,2217.04113336839,2224.040039209896
2023-01-01 12:00:00,2224.0,2211.6180241826337,2187.323543051444,2217.4634478213866,2213.1072161695206
2023-01-01 13:00:00,2269.0,2218.117583850747,2183.408018241692,2273.0192257924273,2243.0910941768584
2023-01-01 14:00:00,2323.0,2243.222771881041,2277.674362626603,2266.4570687396467,2298.7381182541408
2023-01-01 15:00:00,2337.0,2299.1987463764594,2274.2231345703435,2310.0252772486783,2319.630455696009
2023-01-01 16:00:00,2346.0,2292.30559707897,2276.1017415704355,2303.032662875308,2341.2961861387157
2023-01-01 17:00:00,2307.0,2286.1934585428294,2303.355376228294,2289.9861860859683,2315.89263422072
2023-01-01 18:00:00,2268.0,2271.2029235085206,2229.0046974721313,2275.525233572821,2273.6413200956367
2023-01-01 19:00:00,2218.0,2183.628343927666,2138.4939594727734,2238.854278915377,2203.839235477057
2023-01-01 20:00:00,2163.0,2166.3841343086583,1993.9655923514674,2121.397564846938,2146.8348606643035
2023-01-01 21:00:00,2117.0,2068.6609184169424,2040.454437913843,2113.8475595594227,2138.5120196374537
2023-01-01 22:00:00,2071.0,1966.5553670596437,1981.782782836865,2031.5466184169645,2058.86456502987
2023-01-01 23:00:00,1952.0,1858.6508623037805,1839.448931158061,1945.102689083229,1957.6856962670229
2023-01-02 00:00:00,1946.0,1946.3355966554107,1924.2018512785312,1931.4974447828363,1964.2728141782936
2023-01-02 01:00:00,1955.0,1900.1930589106043,1905.9651854826097,1930.5526008659992,1999.752479903971
2023-01-02 02:00:00,1957.0,1926.7444570536484,1908.5159082388473,1967.2059951013878,1984.9324457303921
2023-01-02 03:00:00,1987.0,1960.5551112970325,1935.4844971956888,1961.6706273536902,1946.2031538861581
2023-01-02 04:00:00,2049.0,1980.1811372904483,1990.783139671316,2020.330928943009,2022.215448028771
2023-01-02 05:00:00,2183.0,2096.7926224318603,2064.1643990025614,2113.9386180277074,2148.174266643733
2023-01-02 06:00:00,2317.0,2269.534555176668,2242.6270649067565,2278.7175204151245,2255.0010482973125
2023-01-02 07:00:00,2380.0,2362.644547476902,2362.084302327765,2383.4512424713103,2330.472547519719
2023-01-02 08:00:00,2409.0,2358.7632277019784,2393.210967369332,2382.4570954702735,2397.220382515379
