datetime,mean,q10,q90
2025-12-13 00:00:00,-1512.889657981225,0.0,-1137.142229112791
2025-12-13 01:00:00,-1129.4962779028915,0.0,-753.7488490344575
2025-12-13 02:00:00,-1522.6290331323498,0.0,-1146.881604263916
2025-12-13 03:00:00,768.8511177305863,393.10368886215235,405.98619999999937
2025-12-13 04:00:00,825.8008679498989,450.05343908146494,405.98619999999937
2025-12-13 05:00:00,-3.405228845386773,0.0,372.3422000230472
2025-12-13 06:00:00,-205.9311819540735,0.0,169.81624691436048
2025-12-13 07:00:00,19.050517312216925,0.0,394.7979461806509
2025-12-13 08:00:00,194.02851940070377,0.0,405.98619999999937
2025-12-13 09:00:00,-856.4445401759995,0.0,-480.6971113075655
2025-12-13 10:00:00,399.4946389638917,23.747210095457717,405.98619999999937
2025-12-13 11:00:00,-310.8582243822152,0.0,64.88920448621877
2025-12-13 12:00:00,2619.1386798898093,2243.3912510213754,405.98619999999937
2025-12-13 13:00:00,871.5921001848037,495.8446713163697,405.98619999999937
2025-12-13 14:00:00,2544.7847419642094,2169.0373130957755,405.98619999999937
2025-12-13 15:00:00,554.5178787256154,178.77044985718146,405.98619999999937
2025-12-13 16:00:00,2141.4934815796414,1765.7460527112075,405.98619999999937
2025-12-13 17:00:00,3030.985317632286,2655.237888763852,405.98619999999937
2025-12-13 18:00:00,6298.181666230227,5922.434237361793,405.98619999999937
2025-12-13 19:00:00,34.33750217409124,0.0,405.98619999999937
2025-12-13 20:00:00,-54.70321502866,0.0,321.044213839774
2025-12-13 21:00:00,-981.2886469172449,0.0,-605.541218048811
