datetime,mean,q10,q90
2025-12-13 00:00:00,91.25756662822587,23.672840613561718,158.84229264289002
2025-12-13 01:00:00,102.99805007680557,35.41332406214141,170.58277609146973
2025-12-13 02:00:00,103.71424881020127,36.12952279553711,171.2989748248654
2025-12-13 03:00:00,99.65725673982078,32.072530725156625,167.24198275448492
2025-12-13 04:00:00,101.10025789470318,33.51553188003902,168.68498390936733
2025-12-13 05:00:00,110.87223772635483,43.28751171169067,178.45696374101897
2025-12-13 06:00:00,107.09660087505789,39.51187486039373,174.68132688972204
2025-12-13 07:00:00,93.00087325132029,25.41614723665613,160.58559926598446
2025-12-13 08:00:00,90.14114166963715,22.556415654972994,157.7258676843013
2025-12-13 09:00:00,95.29591301124297,27.711186996578817,162.88063902590713
2025-12-13 10:00:00,91.3789234622283,23.794197447564144,158.96364947689244
2025-12-13 11:00:00,90.78967118684345,23.204945172179293,158.3743972015076
2025-12-13 12:00:00,87.72754379372714,20.14281777906298,155.3122698083913
2025-12-13 13:00:00,89.167321130463,21.58259511579884,156.75204714512716
2025-12-13 14:00:00,106.6880519582569,39.10332594359275,174.27277797292106
2025-12-13 15:00:00,114.43915309957193,46.85442708490777,182.02387911423608
2025-12-13 16:00:00,118.65128151534216,51.06655550067801,186.2360075300063
2025-12-13 17:00:00,115.63290674927359,48.04818073460943,183.21763276393773
2025-12-13 18:00:00,122.1299005142599,54.545174499595745,189.71462652892404
2025-12-13 19:00:00,109.27507859243393,41.69035257776977,176.85980460709808
2025-12-13 20:00:00,99.70763827719662,32.122912262532466,167.2923642918608
2025-12-13 21:00:00,100.12043515204437,32.53570913738021,167.70516116670854
2025-12-13 22:00:00,91.91460575271381,24.329879738049655,159.49933176737795
